arch2,37360,2,1,10.00,13292,8475,5406,4998,2210,1163,907,869,735,565,349,211,337,352,292,109,172
arch2,37360,2,2,6.81,9533,4352,3053,2643,2496,1924,1537,908,412,469,154,89,160,126,102,12,127
arch2,37360,2,3,1.21,1684,1298,1303,1180,1059,906,757,609,478,364,278,203,147,102,84,78,71
arch2,37360,2,4,2.34,3885,1271,213,465,183,150,174,383,258,312,207,221,88,144,110,61,74
arch2,37360,2,5,3.15,4217,1922,61,333,644,337,82,313,332,178,167,64,51,239,338,102,27
arch2,38636,0,0,2.36,4637,2197,701,1353,701,158,479,562,43,35,65,130,55,15,68,75,71
arch2,38636,0,1,2.54,3746,1703,427,1330,996,65,572,752,158,167,234,166,138,67,83,49,5
arch2,38636,0,2,7.83,517,272,86,71,39,12,8,8,3,18,23,16,4,8,5,5,12
arch2,38636,0,3,2.99,358,200,32,65,82,40,38,72,60,25,48,61,40,23,47,47,21
arch2,38636,0,4,3.17,1848,952,317,76,194,87,100,67,32,24,133,125,156,139,106,190,108
arch2,38636,0,5,11.92,1740,593,499,330,163,172,125,122,114,44,87,66,53,38,86,257,161
arch2,38636,1,0,3.89,4762,2016,107,99,226,474,156,126,156,91,38,46,45,25,32,43,51
arch2,38636,1,1,4.09,4137,1728,172,233,248,428,346,118,122,174,119,126,114,39,55,88,37
